text,label
廖景萱的简介,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王睿卓还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
菅纫姿的粉丝一般怎么叫他,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
史恒侠是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
周冬雨有多高啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张亚飞有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
言承旭的老家是哪的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
杜海涛的女朋友是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
卓文萱是哪个民族的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王俊凯是哪年生人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
欢子是哪个公司的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谭维维的身高是多少,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄日华是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林利豪的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林嘉欣的前男友有几个,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
苏妙玲有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈超尉是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘林君有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
徐静蕾是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下乔洋吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张赫宣的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
孙涵的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李代沫的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
姚清仁是哪个民族的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈奕迅的父母是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND (Predicate=@Rel1 OR Predicate=@Rel2)
范世錡有几个前女友,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
斯琴高丽是汉族人吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下李宏毅吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郜晓晨是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
阚清子是哪个民族的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张子文获过什么奖吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林允的民族是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘烨现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
热依扎·阿里木江有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
蔡芷纭是做什么的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘若英是哪国人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑嘉颖的儿子是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
熊汝霖的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
丁程鑫是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
萧亚轩是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
赵丽颖是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林奕勋是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
江一燕的好朋友有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
潘之琳是什么星座的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
秦海璐的前男友有几个,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
阿杜是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李晟的好朋友有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张雨绮是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
苏醒是哪里出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
高露是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘冠希的粉丝一般怎么叫他,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张语格是哪个公司的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
熊梓淇的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李晨原来都和谁谈过恋爱,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李菲儿是哪年生人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
欧阳娜娜还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
左溢是哪国人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
田馥甄获过什么奖吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈坤的出生地是哪里,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李威有哪些前女友,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
徐海乔的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
赵奕欢的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李曼是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
翁虹有哪些作品,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
汤加丽是汉族人吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
阳蕾有哪些作品,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林嘉欣的代表作品有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
薛凯琪的代表作品有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
文章是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
田馥甄的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王媛可都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谭咏麟的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
师洋是做什么的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈翔得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
梁静茹有哪些好朋友,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张信哲的老家是哪的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
许嘉凌有多高啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
蒋梓乐的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
朱桢是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘品言的简介,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
池约翰的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
柳岩的属相是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林心如有多高啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
立威廉是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
叶一茜都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林俊杰得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
邓丽君的搭档都有谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谁是张学友的经纪人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
斓曦是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下蓝正龙吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
苏醒是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
余少群有哪些好朋友,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
齐秦的前任是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
吴克群的英文名是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘林君是做什么的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谁是文章的前妻,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑伊健有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
蓝沁是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郁可唯现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
宋祖儿是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张晓晨是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林宇中得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈哲远的老家是哪的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
关喆有哪些好朋友,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李金铭的英文名是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张艾文是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
尹正是哪个公司的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下姜潮吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
戴萌的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
肖顺尧现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈学冬的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林韦君有几个前男友,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
焦恩俊是什么星座的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
杨雪的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
贺峻霖是哪年生人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张芸京是哪个公司的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
徐浩现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王亦丰的职业是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
魏佳庆的好朋友有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张力尹的英文名是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张子洲的简介,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
蔡芷纭的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
小沈阳是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郭珍霓是汉族人吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王煜的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
叶一茜的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
朴树有几个前女友,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王啸坤的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谁是马伊琍的前夫,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑源是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
马艳丽的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张力尹是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
和田翌臣同在一个队的都有谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张艺兴的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
杜海涛是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
朱丽倩的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
檀健次是哪国人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈辰有哪些前男友,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
戴潆萱都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郭晋安是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
金志文的师父是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
徐子珊原来都和谁谈过恋爱,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
孟耿如是哪里出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
柯震东的职业是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
汪苏泷是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈楚生是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李泽维是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
秦俊杰的粉丝一般怎么叫他,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
顾峰得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王俊凯是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
钟凯的身高是多少,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈庭妮的代表作品有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
官晶华是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
武艺的弟弟是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谢容儿的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
多亮的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
柯家豪是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
马德钟是哪年生人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
孙燕姿的英文名是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄日华是哪里出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
徐佳莹是汉族人吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林心如原来都和谁谈过恋爱,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张天爱是哪里出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
辰亦儒还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈信宏是什么星座的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
金智娟是什么星座的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄海波的妻子是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张汉盛还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑爽是什么星座的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
毛晓彤的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下欧豪吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下徐嘉苇吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
谢和弦得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
欧阳羽臣的粉丝一般怎么叫他,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李宗盛有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
姚贝娜是哪个民族的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
杨颖有哪些昵称,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
焦恩俊都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑嘉颖都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郁可唯的老家是哪的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
冉旭的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王子文的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张睿得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张靓颖的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郭书瑶得过哪些奖啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
赵文琪都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
田翌臣现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张靓颖是哪个民族的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张靓颖是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
冯绍峰是做什么的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
钟丽缇的职业是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
魏佳庆是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
辰亦儒的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑欣宜的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
任嘉伦是做什么的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张栋梁有多高啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
党宁的出生地是哪里,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
于湉是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
马伊琍的搭档都有谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
常小婧是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张筱婕的简介,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张天爱是哪年生人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
孙燕姿是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
高瀚宇还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
蒋梦婕的好朋友有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王亦丰是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张若昀获过什么奖吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
文章和谁是同学,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄贯中是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
徐佳莹的前男友有几个,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
付梦妮是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
窦智孔的职业是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
陈晓东的前任是谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
邱心志和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郁可唯都和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
阮经天现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
霍思燕是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
甄子丹有哪些作品,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李威还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
蔡国庆的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张一山是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王啸坤是谁的学生,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
段林希的英文名是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
马思纯的民族是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
俞飞鸿的老家是哪的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王诗龄的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
段奕宏还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
大张伟获过什么奖吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄小柔的好朋友有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
崔智友的前男友都有谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
唐诗咏有几个前男友,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
杨颖有几个前男友,SELECT Count(Object) FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
杜海涛是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
丁丁是哪个公司的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
倪妮是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
江铠同是汉族人吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
洪卓立的代表作品有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
赵薇是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
乔任梁是哪年生人,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘心的出生地是哪里,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
袁弘是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
安悦溪的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
欧豪的职业是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
宁桓宇是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
尼查坤·抔勒威查固的粉丝一般怎么叫他,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下刘林君吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张卫健的队友都有谁,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
曾轶可是谁啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
赵卓娜是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄少谷有多高啊,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王铮亮的好朋友有哪些,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
邱胜翊是做什么行业的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
赵圆瑗的国籍是哪,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑希怡是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
秦海璐的民族是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张静初是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
娄艺潇有哪些好朋友,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
古力那扎尔·拜合提亚尔和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
江铠同的出生日期是什么时候,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘俊纬是哪个国家的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
刘晓洁是哪里出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄瀞怡和谁是一个队的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
邱翊橙是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
樊桐舟有哪些作品,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
窦骁还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄渤有哪些同学,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
贾斯汀·比伯的公司是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
田馥甄和谁合作过,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
郑少秋还有什么名字吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
姚晨是AB型血吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
田震是什么时候出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
唐诗咏是哪个公司的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
官晶华是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
李冰冰是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
王乐乐的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
张国荣的昵称是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
利昂霖现在属于哪家公司,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
于朦胧是哪里出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
黄绮珊是做什么的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
姜潮的血型是什么,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
能给我介绍下黄征吗,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
迟志强的身高是多少,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
余致纬是什么血型的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
林更新是哪年出生的,SELECT Object FROM @Table WHERE Subject=@Ent AND Predicate=@Rel
